0.007117, 412, 0.041200, 0.006959, 0, 0.000000
0.000041, 9987, 0.998700, 0.000130, 9999, 0.999900
0.000259, 9938, 0.993800, 0.000037, 9998, 0.999800
0.012737, 6661, 0.666100, 0.000000, 10000, 1.000000
0.000529, 9820, 0.982000, 0.001698, 9324, 0.932400
0.001544, 9456, 0.945600, 0.000684, 9804, 0.980400
0.000581, 9803, 0.980300, 0.001604, 9501, 0.950100
0.001252, 9524, 0.952400, 0.000694, 9784, 0.978400
0.001616, 9377, 0.937700, 0.000573, 9888, 0.988800
0.001420, 9481, 0.948100, 0.001927, 9380, 0.938000
0.003687, 8817, 0.881700, 0.000168, 9985, 0.998500
