0.007223, 109, 0.010900, 0.000000, 0, 0.000000
0.000130, 9980, 0.998000, 0.000000, 0, 0.000000
0.000121, 9995, 0.999500, 0.000000, 0, 0.000000
0.000211, 9993, 0.999300, 0.000000, 0, 0.000000
0.000770, 9985, 0.998500, 0.000000, 0, 0.000000
0.004389, 8745, 0.874500, 0.000000, 0, 0.000000
0.006049, 7272, 0.727200, 0.000000, 0, 0.000000
0.005245, 9139, 0.913900, 0.000000, 0, 0.000000
0.005464, 8957, 0.895700, 0.000000, 0, 0.000000
0.005242, 8866, 0.886600, 0.000000, 0, 0.000000
0.005800, 8913, 0.891300, 0.000000, 0, 0.000000
