0.007452, 0, 0.000000, 0.000000, 0, 0.000000
0.001748, 9253, 0.925300, 0.000000, 0, 0.000000
0.003093, 8749, 0.874900, 0.000000, 0, 0.000000
0.001015, 9635, 0.963500, 0.000000, 0, 0.000000
0.001964, 9229, 0.922900, 0.000000, 0, 0.000000
0.002214, 9129, 0.912900, 0.000000, 0, 0.000000
0.005037, 8101, 0.810100, 0.000000, 0, 0.000000
0.003211, 8680, 0.868000, 0.000000, 0, 0.000000
0.002406, 8969, 0.896900, 0.000000, 0, 0.000000
0.003445, 8558, 0.855800, 0.000000, 0, 0.000000
0.003481, 8629, 0.862900, 0.000000, 0, 0.000000
