Wall time,Step,Value
1575401354.5711002,43,73.0052719116211
1575401359.705793,95,75.03450012207031
1575401367.0231378,168,74.92179107666016
1575401373.137192,230,84.83078002929688
1575401373.6365573,235,77.64891052246094
1575401377.421508,274,80.83534240722656
1575401381.0384781,311,79.9745101928711
1575401381.7910771,319,89.87258911132812
1575401402.2419329,475,77.11058044433594
1575401408.473051,537,87.0071792602539
1575401412.7423518,580,78.47148895263672
1575401413.4430165,587,90.1614761352539
1575401418.237036,635,69.24536895751953
1575401419.563908,648,75.82294464111328
1575401426.1570249,715,74.11943817138672
1575401440.1215372,809,74.43219757080078
1575401460.308481,1015,74.27568817138672
1575401465.494988,1067,74.74266052246094
1575401496.7880988,1334,66.92414855957031
1575401497.1840506,1338,73.81172943115234
1575401501.9814353,1386,69.11749267578125
1575401502.6810591,1393,61.785240173339844
1575401507.0085027,1437,64.05860900878906
1575401536.8434923,1692,68.5867919921875
1575401541.1467948,1735,62.672813415527344
1575401541.4507341,1738,76.26561737060547
1575401555.6211624,1878,73.90623474121094
1575401559.706463,1918,68.86370086669922
1575401571.6824899,2037,70.46854400634766
1575401582.3174877,2097,89.10011291503906
1575401592.4117146,2200,61.082557678222656
1575401598.712011,2263,55.78540802001953
1575401603.2493286,2308,66.21536254882812
1575401611.427607,2390,67.68778991699219
1575401616.1164095,2437,73.7158203125
1575401625.9655893,2486,76.69918060302734
1575401626.0666277,2487,51.16586685180664
1575401627.2868307,2499,74.4229965209961
1575401645.9270868,2686,56.23297119140625
1575401651.4682913,2741,63.06239700317383
1575401685.6984243,3039,62.43161392211914
1575401704.6009877,3231,74.15386199951172
1575401706.1977177,3247,58.9552116394043
1575401712.0033119,3306,62.239830017089844
1575401747.8417294,3619,52.83580780029297
1575401748.0490017,3621,57.412960052490234
1575401753.0968227,3671,50.86050796508789
1575401760.2571654,3742,68.32901763916016
1575401772.379462,3815,57.258338928222656
1575401773.0646737,3822,67.87281036376953
1575401783.6072936,3929,59.10995101928711
1575401786.455458,3957,63.57265853881836
1575401794.2410269,4037,61.549495697021484
1575401827.3307345,4318,52.62971878051758
1575401835.548312,4401,49.12321472167969
1575401844.711679,4493,77.6744613647461
1575401846.3755724,4510,72.78291320800781
1575401867.899818,4677,58.8869514465332
1575401879.0638235,4789,50.109458923339844
1575401897.2817202,4972,54.48089599609375
1575401915.4860132,5107,57.61654281616211
1575401918.2505438,5135,63.03019714355469
1575401939.3531692,5346,62.10343551635742
1575401940.743499,5360,52.395240783691406
1575401964.8572083,5550,72.53205871582031
1575401977.8356109,5680,59.40933609008789
1575401982.1683261,5724,53.446510314941406
1575401990.668566,5809,62.69657897949219
1575402001.0476308,5865,56.321163177490234
1575402001.7410839,5872,60.90775680541992
1575402005.3393435,5908,66.46490478515625
1575402013.6720545,5991,57.36056900024414
1575402034.5337646,6201,59.53226852416992
1575402036.4489176,6220,65.87740325927734
1575402048.3699415,6290,50.18934631347656
1575402076.6463463,6575,48.50633239746094
1575402079.5346744,6604,50.726505279541016
1575402089.1307747,6700,56.065086364746094
1575402095.22412,6712,47.962013244628906
1575402109.5320134,6855,60.53761672973633
1575402120.5596638,6967,52.4688720703125
1575402144.30929,7156,69.66603088378906
1575402167.10855,7383,56.942771911621094
1575402174.9537227,7461,56.768402099609375
1575402175.2615824,7464,45.22244644165039
1575402180.0759437,7512,65.33476257324219
1575402212.466558,7789,65.21298217773438
1575402213.4325697,7799,51.88763427734375
1575402216.8916352,7834,58.357147216796875
1575402237.6247828,7992,59.42702865600586
1575402245.195992,8067,65.75408172607422
1575402256.4112492,8181,59.45485305786133
1575402260.4633293,8222,53.386383056640625
1575402274.6135113,8364,68.20360565185547
1575402276.0167742,8378,61.004119873046875
1575402292.9565828,8499,62.73811340332031
1575402293.9090943,8509,57.85124969482422
1575402303.229586,8602,50.74456787109375
1575402335.6651404,8879,59.45414352416992
1575402341.287618,8936,55.994720458984375
1575402347.0731783,8994,48.97876739501953
1575402378.9379754,9261,55.509586334228516
1575402399.4724622,9469,54.821590423583984
1575402408.0140767,9555,53.930625915527344
1575402409.3477979,9568,55.50049591064453
1575402427.5657659,9699,48.40457534790039
1575402442.1839159,9844,47.09372329711914
1575402448.5879407,9908,54.4979133605957
1575402490.1462095,10277,49.744930267333984
1575402490.820331,10284,62.18539810180664
1575402502.5930698,10400,79.8432846069336
1575402510.6896193,10480,50.40126037597656
1575402519.814699,10523,55.65250015258789
1575402527.9966407,10608,58.41863250732422
1575402542.7117095,10758,50.27975845336914
1575402545.0346963,10781,45.085540771484375
1575402557.3207157,10903,55.671600341796875
1575402557.6199365,10906,52.053096771240234
1575402568.6725576,10967,53.73908996582031
1575402569.4568617,10975,50.64318084716797
1575402574.1174037,11021,52.46601104736328
1575402582.309772,11103,68.46400451660156
1575402618.4895256,11420,59.75853729248047
1575402623.7733169,11473,41.246917724609375
1575402629.6915994,11533,46.56713104248047
1575402633.0883467,11567,64.15927124023438
1575402644.9249122,11686,66.75003814697266
1575402652.288154,11760,49.68829345703125
1575402677.9279118,11970,63.17478561401367
1575402678.4451036,11975,69.79723358154297
1575402697.4108553,12165,50.950111389160156
1575402715.0891595,12291,57.88384246826172
1575402757.4755843,12672,52.02072525024414
1575402778.2959557,12878,48.903480529785156
1575402784.4557874,12940,54.51832962036133
1575402793.750401,13035,55.37957763671875
1575402801.32065,13062,55.513023376464844
1575402806.1956196,13110,43.8079719543457
1575402835.2078962,13403,57.768001556396484
1575402854.5681794,13547,53.48629379272461
1575402859.5232167,13598,64.95518493652344
1575402861.848359,13621,53.108299255371094
1575402880.4201615,13811,53.016571044921875
1575402887.7589471,13885,53.58670425415039
1575402912.3644989,14081,55.48401641845703
1575402926.2475784,14222,51.599613189697266
1575402933.4950054,14295,46.60884094238281
1575402942.8029265,14339,64.22620391845703
1575402953.6489804,14448,51.03547286987305
1575402972.7902899,14639,51.60470962524414
1575402975.742123,14669,48.749755859375
1575402977.5838797,14688,42.32846450805664
1575402991.6249015,14780,42.81576919555664
1575402994.4861531,14810,60.46757888793945
1575403000.8460655,14874,51.2160530090332
1575403002.7455819,14893,49.8470344543457
1575403050.7664483,15325,48.02809524536133
1575403065.4749794,15474,51.47010803222656
1575403065.6850915,15476,51.02616500854492
1575403068.7916315,15508,53.10529708862305
1575403097.1214736,15741,49.54108810424805
1575403099.595735,15765,51.37406539916992
1575403139.5096397,16117,38.48670196533203
1575403152.7577417,16250,65.44194793701172
1575403160.0639281,16322,61.56825256347656
1575403202.521132,16698,52.443538665771484
1575403213.6750255,16810,47.21613693237305
1575403223.3854587,16858,43.766109466552734
1575403227.5548956,16900,43.215248107910156
1575403244.2552176,17067,60.55705642700195
1575403247.420402,17098,52.63201904296875
1575403271.5247328,17293,47.019744873046875
1575403274.0179658,17318,43.79823303222656
1575403276.2003996,17340,49.19712448120117
1575403296.4640899,17544,53.97824478149414
1575403297.8417406,17558,45.61528778076172
1575403300.7429342,17587,51.119384765625
1575403301.540239,17595,42.204349517822266
1575403353.5013459,18066,57.75181579589844
1575403397.0688257,18452,47.79721450805664
1575403452.7961743,18959,47.65633773803711
1575403473.5004637,19117,44.1698112487793
1575403478.64793,19170,46.7495002746582
1575403488.6594892,19272,51.81169509887695
1575403519.7764466,19532,53.37496566772461
1575403530.675818,19641,51.298545837402344
1575403531.981313,19655,45.10354232788086
1575403539.6779468,19732,61.380802154541016
1575403555.8912544,19847,57.770530700683594
1575403565.0027146,19939,42.566856384277344
1575403570.744537,19996,45.628047943115234
1575403574.8915431,20036,46.02821350097656
1575403576.6948924,20054,47.20585250854492
1575403577.6224403,20063,43.03285598754883
1575403585.1891,20139,57.23611068725586
1575403600.7629547,20245,58.01136016845703
1575403601.5503786,20253,44.81621551513672
1575403608.539205,20324,51.6180305480957
1575403620.227484,20441,47.3280143737793
1575403630.0704854,20540,44.21385955810547
1575403630.1649046,20541,51.94712829589844
1575403632.4055948,20563,47.0175666809082
1575403633.9476633,20579,64.2146987915039
1575403658.9423592,20780,54.45317840576172
1575403659.2580037,20783,45.596885681152344
1575403664.2242174,20832,42.891395568847656
1575403666.557814,20856,56.868743896484375
1575403693.7926495,21081,45.30626678466797
1575403700.156852,21145,45.114540100097656
