Wall time,Step,Value
1581834158.0980756,42,0.14204993844032288
1581834166.360711,167,0.8467734456062317
1581834170.3093867,229,1.1084848642349243
1581834191.5304205,474,4.532182693481445
1581834195.620325,536,6.287571430206299
1581834198.4387903,579,5.800498962402344
1581834198.9085846,586,3.896230697631836
1581834202.0893848,634,9.251201629638672
1581834202.940706,647,6.526717185974121
1581834211.7587087,714,4.381224632263184
1581834218.0622191,808,8.36621379852295
1581834231.4678905,1014,4.428692817687988
1581834256.983549,1333,5.704761028289795
1581834260.3093526,1385,6.165966510772705
1581834260.7814505,1392,7.66749906539917
1581834268.1935182,1436,5.404550075531006
1581834285.1216571,1691,5.3937764167785645
1581834287.8859882,1734,7.676662921905518
1581834288.0649974,1737,5.107470989227295
1581834301.6860907,1877,4.839419364929199
1581834304.273935,1917,4.591506004333496
1581834312.1965342,2036,4.073344707489014
1581834334.705518,2307,5.29940938949585
1581834340.080617,2389,4.123218059539795
1581834350.9465108,2485,6.080955982208252
1581834351.0153763,2486,2.9595720767974854
1581834364.1661496,2685,3.472454309463501
1581834391.9551132,3038,6.449968338012695
1581834409.2210865,3230,4.556136608123779
1581834410.2425232,3246,5.097350120544434
1581834414.0511134,3305,3.8829548358917236
1581834439.1409256,3618,6.168036460876465
1581834439.268424,3620,3.4549922943115234
1581834442.5925083,3670,4.4730634689331055
1581834452.579638,3821,3.6138293743133545
1581834466.0006316,3956,4.865985870361328
1581834494.3769114,4317,5.306788921356201
1581834499.780884,4400,3.10886549949646
1581834505.7756705,4492,4.0046467781066895
1581834506.8959546,4509,4.094951629638672
1581834522.6199496,4676,6.314057350158691
1581834529.8925378,4788,2.754688024520874
1581834546.5631657,4971,3.826920509338379
1581834557.5064924,5134,3.2957074642181396
1581834576.1354778,5345,3.596195936203003
1581834577.0753703,5359,2.935978651046753
1581834605.7015722,5723,4.408937454223633
1581834615.0366473,5864,2.5246760845184326
1581834617.8765025,5907,3.128523826599121
1581834627.886533,5990,2.924391746520996
1581834641.8340704,6200,1.5352816581726074
1581834643.1142113,6219,2.8908705711364746
1581834671.3504865,6574,2.9260478019714355
1581834684.259009,6699,3.6936135292053223
1581834685.0642014,6711,1.8130232095718384
1581834694.4971988,6854,4.779677867889404
1581834701.9013429,6966,2.6344563961029053
1581834718.876176,7155,3.159109592437744
1581834733.9505186,7382,1.8668186664581299
1581834743.6753716,7460,2.309490919113159
1581834743.8651814,7463,1.693544626235962
1581834770.6553774,7798,1.775977611541748
1581834772.930228,7833,2.93172287940979
1581834788.2466104,8066,2.4168593883514404
1581834800.4480608,8180,2.1002049446105957
1581834803.1169817,8221,1.4014467000961304
1581834812.5905528,8363,2.075474262237549
1581834826.1084087,8498,1.7388986349105835
1581834826.7433288,8508,3.2774806022644043
1581834832.8404112,8601,1.837422490119934
1581834855.562717,8878,2.152923583984375
1581834859.320998,8935,2.16685152053833
1581834885.4333081,9260,1.4416786432266235
1581834899.1178644,9468,1.8222615718841553
1581834909.328818,9554,1.8370455503463745
1581834910.1864836,9567,1.5737485885620117
1581834918.9292088,9698,0.8742219805717468
1581834974.4170284,10399,1.2642444372177124
1581834979.7384284,10479,1.5988749265670776
1581834982.6253936,10522,1.557040810585022
1581834992.8258777,10607,1.7105755805969238
1581835004.239587,10780,1.5499802827835083
1581835012.2525659,10902,1.6284927129745483
1581835012.4433541,10905,1.0528042316436768
1581835021.1842363,10966,1.034994125366211
1581835024.7524767,11020,1.0050668716430664
1581835030.0766234,11102,1.2898449897766113
1581835063.3279352,11532,1.0795106887817383
1581835065.554738,11566,1.4284240007400513
1581835077.8983927,11685,0.8957766890525818
1581835082.7357924,11759,0.7347596287727356
1581835101.4400234,11969,1.1593546867370605
1581835101.7541213,11974,0.8689142465591431
1581835114.293435,12164,1.0066285133361816
1581835122.5573401,12290,1.1163554191589355
1581835170.5200129,12877,0.5295405983924866
1581835185.6927745,13034,0.5131121277809143
1581835187.466867,13061,0.6788088083267212
1581835227.3469641,13597,0.5940977334976196
1581835228.8476415,13620,0.5474949479103088
1581835245.9860618,13810,0.3874356150627136
1581835277.5451934,14221,0.3898388147354126
1581835282.3878953,14294,0.4742571711540222
1581835285.261523,14338,0.48735925555229187
1581835297.2455022,14447,0.45109742879867554
1581835309.8730145,14638,0.31483349204063416
1581835311.8146985,14668,0.4954758584499359
1581835319.0680683,14779,0.39376524090766907
1581835330.018015,14873,0.25230956077575684
1581835374.184906,15473,0.49744096398353577
1581835381.1073928,15507,0.2156655341386795
1581835398.112285,15764,0.2696274518966675
1581835425.993455,16116,0.20232440531253815
1581835444.085407,16321,0.2953123152256012
1581835484.1548383,16857,0.19866226613521576
1581835502.5963805,17066,0.21838630735874176
1581835504.6733413,17097,0.31704437732696533
1581835523.685791,17317,0.14417855441570282
1581835525.1388586,17339,0.12741170823574066
1581835538.6251986,17543,0.23970715701580048
1581835539.5483737,17557,0.16169603168964386
1581835612.5786066,18451,0.07474545389413834
1581835666.119284,19116,0.11332103610038757
1581835669.622334,19169,0.3136071562767029
1581835698.3505425,19531,0.18785296380519867
1581835705.5686264,19640,0.14071840047836304
1581835706.4972384,19654,0.10171927511692047
1581835716.1836772,19731,0.10551360994577408
1581835733.7998674,19995,0.08044472336769104
1581835737.5859566,20053,0.07631129771471024
1581835738.177689,20062,0.1399325728416443
1581835747.9445705,20138,0.14983828365802765
1581835754.843373,20244,0.062178727239370346
1581835755.3647225,20252,0.10933075100183487
1581835760.0211358,20323,0.20871056616306305
1581835772.5057802,20440,0.25699132680892944
1581835779.054805,20539,0.09674875438213348
