Wall time,Step,Value
1596891794.2905178,42,89.48506927490234
1596891825.781513,167,90.63311004638672
1596891841.3870091,229,91.22994232177734
1596891910.4269948,474,85.02928924560547
1596891926.0050137,536,85.00933837890625
1596891936.8527606,579,84.79566955566406
1596891938.6225886,586,87.19501495361328
1596891950.6807985,634,90.18255615234375
1596891953.9386487,647,86.6806869506836
1596891977.0517333,714,84.6864242553711
1596892000.7020094,808,97.2256851196289
1596892052.6728873,1014,85.60249328613281
1596892139.3729837,1333,86.42786407470703
1596892152.4564407,1385,85.71539306640625
1596892154.2287412,1392,85.94140625
1596892171.7953794,1436,81.25825500488281
1596892236.1623905,1691,73.25355529785156
1596892247.009968,1734,84.040283203125
1596892247.7672174,1737,80.29745483398438
1596892289.5798917,1877,81.59212493896484
1596892299.5991428,1917,77.09825134277344
1596892329.6618493,2036,79.69738006591797
1596892404.8551662,2307,78.3059310913086
1596892425.5391784,2389,76.1130142211914
1596892456.6420915,2485,74.89320373535156
1596892456.9017143,2486,74.15716552734375
1596892507.0807042,2685,73.8416976928711
1596892602.9002392,3038,72.37445831298828
1596892658.0417054,3230,74.40669250488281
1596892662.051293,3246,70.20210266113281
1596892676.9075952,3305,68.4363021850586
1596892762.5313714,3618,65.97020721435547
1596892763.0300648,3620,70.24693298339844
1596892775.609841,3670,70.44993591308594
1596892813.6258907,3821,72.67047119140625
1596892854.4327412,3956,68.65679931640625
1596892952.1938543,4317,68.79491424560547
1596892973.0953007,4400,69.80572509765625
1596892996.208776,4492,71.21959686279297
1596893000.5058422,4509,69.86894989013672
1596893049.6355913,4676,66.1828842163086
1596893077.7981637,4788,64.64486694335938
1596893130.7168937,4971,67.23158264160156
1596893171.7264671,5134,69.70801544189453
1596893231.776499,5345,68.926025390625
1596893235.2863064,5359,70.10330200195312
1596893333.8782735,5723,68.22077178955078
1596893369.4926248,5864,69.0311508178711
1596893380.3267834,5907,74.64093017578125
1596893408.0937982,5990,69.88384246826172
1596893461.1659777,6200,69.85928344726562
1596893465.96923,6219,69.63993835449219
1596893562.495024,6574,67.75125885009766
1596893601.0156884,6699,69.37775421142578
1596893604.021612,6711,67.63602447509766
1596893640.010642,6854,70.204345703125
1596893668.3554344,6966,70.85890197753906
1596893722.8384228,7155,69.9180679321289
1596893780.1305902,7382,70.17549133300781
1596893806.7621982,7460,71.31806945800781
1596893807.520899,7463,70.18964385986328
1596893899.0658963,7798,72.88220977783203
1596893907.8575587,7833,71.83209991455078
1596893966.59303,8066,72.36085510253906
1596894002.2301238,8180,71.0387191772461
1596894012.5660872,8221,73.03340911865234
1596894048.404769,8363,79.7594223022461
1596894089.4631152,8498,71.99515533447266
1596894091.975337,8508,73.28833770751953
1596894115.4115722,8601,71.5746078491211
1596894192.1752284,8878,72.660400390625
1596894206.5877194,8935,76.89376831054688
1596894295.3556614,9260,75.02825164794922
1596894347.767161,9468,74.46197509765625
1596894376.4020898,9554,76.09761047363281
1596894379.653122,9567,77.04032135009766
1596894412.7218676,9698,72.78649139404297
1596894603.3491616,10399,79.1932373046875
1596894623.5204859,10479,74.0704574584961
1596894634.3222148,10522,75.11637878417969
1596894662.7374482,10607,76.16473388671875
1596894706.455546,10780,82.57817840576172
1596894737.1243951,10902,78.35321807861328
1596894737.881227,10905,77.03480529785156
1596894760.2727258,10966,76.25479888916016
1596894773.994111,11020,77.88070678710938
1596894794.7051601,11102,75.20712280273438
1596894910.0338018,11532,78.47614288330078
1596894918.6217637,11566,77.48489379882812
1596894955.654123,11685,80.7508773803711
